AnalyticalRecord,Passage,Analysis,List
urn:cite:ptolemy:geotype_ex.577,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.15,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.578,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.16,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.579,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.17,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.580,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.18,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.581,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.19,urn:cite:ptolemy:geotype.12,
urn:cite:ptolemy:geotype_ex.582,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.20,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.583,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.21,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.584,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.22,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.585,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.23,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.586,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.24,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.587,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.25,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.588,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.26,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.589,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.27,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.590,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.28,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.591,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.29,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.592,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.30,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.593,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.31,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.594,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.32,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.595,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.33,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.596,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.34,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.597,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.35,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.598,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.36,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.599,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.37,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.600,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.38,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.601,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.39,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.602,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.40,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.603,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.41,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.604,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.42,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.605,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.43,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.606,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.44,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.607,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.45,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.608,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.46,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.609,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.47,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.610,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.48,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.611,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.49,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.612,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.50,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.613,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.51,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.614,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.52,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.615,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.53,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.616,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.54,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.617,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.55,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.618,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.56,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.619,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.57,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.620,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.58,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.621,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.59,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.622,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.60,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.623,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.61,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.624,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.62,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.625,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.63,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.626,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.64,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.627,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.65,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.628,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.66,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.629,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.67,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.630,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.68,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.631,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.69,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.632,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.70,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.633,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.71,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.634,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.72,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.635,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.73,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.636,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.74,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.637,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.75,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.638,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.76,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.639,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.640,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.2,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.641,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.3,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.642,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.4,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.643,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.644,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.645,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.646,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.8,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.647,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.9,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.648,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.10,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.649,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.11,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.650,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.12,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.651,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.13,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.652,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.14,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.653,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.15,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.654,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.16,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.655,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.17,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.656,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.18,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.657,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.19,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.658,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.20,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.659,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.21,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.660,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.22,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.661,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.23,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.662,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.24,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.663,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.25,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.664,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.26,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.665,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.27,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.666,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.28,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.667,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.29,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.668,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.30,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.669,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.31,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.670,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.32,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.671,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.33,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.672,urn:cts:greekLit:tlg0363.tlg009.hc01:4.6.34,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.673,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.674,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.2,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.675,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.3,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.676,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.677,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.678,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.679,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.680,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.8,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.681,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.9,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.682,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.10,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.683,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.11,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.684,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.12,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.685,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.13,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.686,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.14,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.687,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.15,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.688,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.16,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.689,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.17,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.690,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.18,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.691,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.19,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.692,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.20,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.693,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.21,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.694,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.22,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.695,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.23,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.696,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.24,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.697,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.25,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.698,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.26,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.699,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.27,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.700,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.28,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.701,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.29,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.702,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.30,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.703,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.31,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.704,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.32,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.705,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.33,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.706,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.34,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.707,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.35,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.708,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.36,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.709,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.37,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.710,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.38,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.711,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.39,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.712,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.40,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.713,urn:cts:greekLit:tlg0363.tlg009.hc01:4.7.41,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.714,urn:cts:greekLit:tlg0363.tlg009.hc01:4.8.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.715,urn:cts:greekLit:tlg0363.tlg009.hc01:4.8.2,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.716,urn:cts:greekLit:tlg0363.tlg009.hc01:4.8.3,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.717,urn:cts:greekLit:tlg0363.tlg009.hc01:4.8.4,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.718,urn:cts:greekLit:tlg0363.tlg009.hc01:4.8.5,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.719,urn:cts:greekLit:tlg0363.tlg009.hc01:4.8.6,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.720,urn:cts:greekLit:tlg0363.tlg009.hc01:4.8.7,urn:cite:ptolemy:geotype.9,
urn:cite:ptolemy:geotype_ex.721,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.722,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.723,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.724,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.725,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.726,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.727,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.728,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.8,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.729,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.9,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.730,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.10,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.731,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.11,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.732,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.12,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.733,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.13,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.734,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.14,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.735,urn:cts:greekLit:tlg0363.tlg009.hc01:5.1.15,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.736,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.737,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.738,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.739,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.740,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.741,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.742,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.743,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.8,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.744,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.9,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.745,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.10,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.746,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.11,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.747,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.12,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.748,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.13,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.749,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.14,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.750,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.15,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.751,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.16,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.752,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.17,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.753,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.18,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.754,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.19,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.755,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.20,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.756,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.21,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.757,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.22,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.758,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.23,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.759,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.24,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.760,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.25,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.761,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.26,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.762,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.27,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.763,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.28,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.764,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.29,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.765,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.30,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.766,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.31,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.767,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.32,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.768,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.33,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.769,urn:cts:greekLit:tlg0363.tlg009.hc01:5.2.34,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.770,urn:cts:greekLit:tlg0363.tlg009.hc01:5.3.1,urn:cite:ptolemy:geotype.1,
